entity_head	relation	entity_tail
m.0lrmcz	1	m.0f3j2vb
m.0lrmcz	1	m.03825lq
m.0lrmcz	1	m.0d_s2hq
m.0lrmcz	1	m.0dy0h5p
m.0lrmcz	1	m.0fmvyff
m.0lrmcz	1	m.0dqgf8q
m.0lrmcz	2	m.01vrncs
m.0lrmcz	1	m.0gf1w34
m.0lrmcz	0	m.0kpv11
m.0lrmcz	4	m.02c5kx
m.0mbpw9	3	m.0889sz
m.0mbpw9	1	m.0dyg3wv
m.0mbpw9	1	m.0f845qn
m.0mbpw9	1	m.0fcxkvj
m.0mbpw9	1	m.0dvymlc
m.0mbpw9	1	m.0fnfl5c
m.0mbpw9	1	m.0dyv6kl
m.0mbpw9	1	m.033kf8j
m.0mbpw9	2	m.0jg77
m.0mbpw9	1	m.0fclcw4
m.0mbpw9	1	m.0fyv6mk
m.0mbpw9	1	m.0g3j53b
m.0mbpw9	4	m.01vtxkw
m.0mbpw9	1	m.0dnbbpl
m.0mbpw9	1	m.0dtrsqy
m.0mbpw9	1	m.0dmhfm_
m.0mbpw9	1	m.0fhh0xf
m.0mbpw9	1	m.01hh4qv
m.0mbpw9	1	m.0fl9r53
m.0mbpw9	1	m.0dqvdzl
m.0mbpw9	0	m.0kpv11
m.0mv78_	1	m.0frlmt0
m.0mv78_	1	m.037tdb4
m.0mv78_	1	m.0dqgfdj
m.0mv78_	1	m.0f5ng80
m.0mv78_	4	m.023p29
m.0mv78_	0	m.0kpv11
m.0mv78_	1	m.02px5h
m.0mv78_	2	m.0krh8
m.0nl64n1	0	m.0kpv11
m.0nl64n1	2	m.044cyx
m.0nmm6lv	2	m.0bfcgc
m.0nmm6lv	0	m.09jd9nh
m.0nmm6lv	4	m.089l5f
m.0nnbvtn	0	m.0kpv11
m.0nnbvtn	2	m.05q_9w
m.0nnt2ng	4	m.03yf0q
m.0nnt2ng	3	m.0j1t8zp
m.0nnt2ng	2	m.0lbyt
m.0nnt2ng	0	m.0kpv11
m.0p7x8w	0	m.09jd9nh
m.0p7x8w	1	m.0f4lcth
m.0p7x8w	1	m.01hnvt7
m.0p7x8w	1	m.037szww
m.0p7x8w	2	m.01hnvx9
m.0p7x8w	1	m.01hnvv6
m.0pk3v6	1	m.03b7l6j
m.0pk3v6	3	m.01whtn0
m.0pk3v6	1	m.030l870
m.0pk3v6	0	m.0kpv11
m.0pk3v6	4	m.018x3
m.0pk3v6	1	m.0f2spss
m.0pk3v6	1	m.0fsmwcr
m.0pk3v6	4	m.01wbb27
m.0pk3v6	3	m.01w_nhn
m.0pk3v6	2	m.018x3
m.0pk3v6	1	m.0dwfjys
m.0pk3v6	3	m.01wbb27
m.0pk3v6	1	m.0fc6_q8
m.0pk3v6	3	m.0dv8y37
m.0pn2c2	0	m.0kpv11
m.0pn2c2	1	m.0f18_z7
m.0pn2c2	1	m.039qd26
m.0pn2c2	2	m.04db68
m.0qddb0b	2	m.09gh33b
m.0qddb0b	4	m.02zhp0
m.0qddb0b	0	m.0kpv11
m.0qg9jw7	2	m.0frx6dt
m.0qg9jw7	0	m.0kpv11
m.0qy268	4	m.01vtw8_
m.0qy268	1	m.0f7t4dj
m.0qy268	1	m.0fb5sbs
m.0qy268	1	m.03094wh
m.0qy268	1	m.0fj3fqm
m.0qy268	0	m.0kpv11
m.0qy268	1	m.031vm9y
m.0qy268	2	m.02s92r
m.0r9kcz	1	m.039sx0h
m.0r9kcz	1	m.032gxy3
m.0r9kcz	5	m.01rf_w
m.0r9kcz	2	m.01rf_w
m.0r9kcz	0	m.0kpv11
m.0r9kcz	1	m.0qdmj17
m.0r9kcz	1	m.0dvj8rc
m.0r9kcz	1	m.0ff6qgd
m.0r9kcz	2	m.02_fj
m.0r9kcz	1	m.034gsdj
m.0rm026	1	m.01khn5d
m.0rm026	1	m.0fk_d9z
m.0rm026	1	m.03bf8bh
m.0rm026	1	m.03fbt7
m.0rm026	2	m.0lb_3
m.0rm026	1	m.0f2s03v
m.0rm026	1	m.01khn6z
m.0rm026	0	m.0kpv11
m.0rmwy1	2	m.0gcs9
m.0rmwy1	1	m.032l45_
m.0rmwy1	0	m.0kpv11
m.0s4l7d	1	m.034qvzl
m.0s4l7d	0	m.0kpv11
m.0s4l7d	1	m.0fcl791
m.0s4l7d	2	m.03tp23
m.0s4l7d	1	m.0dxn3kh
m.0s4l7d	1	m.0dyttpj
m.0s4l7d	1	m.0fnf5gl
m.0sj35gm	0	m.09jd9nh
m.0sj35gm	2	m.0l8mrkk
m.0svjzf	1	m.0fj2tzs
m.0svjzf	1	m.01hcjgx
m.0svjzf	1	m.0352kc4
m.0svjzf	1	m.0dnb_z7
m.0svjzf	4	m.02r3zy
m.0svjzf	0	m.0kpv11
m.0svjzf	4	m.0wbn3jn
m.0svjzf	1	m.03b5p5r
m.0svjzf	1	m.033l111
m.0svjzf	2	m.02r3zy
m.0svjzf	3	m.010ccym1
m.0tyl_q	4	m.04xk3w
m.0tyl_q	1	m.0ffw615
m.0tyl_q	0	m.0kpv11
m.0tyl_q	1	m.01hjrm2
m.0tyl_q	1	m.0f0wqnb
m.0tyl_q	1	m.0358rzj
m.0tyl_q	1	m.0f7tf46
m.0tyl_q	2	m.0kbx8
m.0tyl_q	1	m.0dtc6fq
m.0tyl_q	1	m.0f9hzg4
m.0v2bh03	0	m.09jd9nh
m.0v2bh03	2	m.03d9d6
m.0v_xmn2	0	m.0kpv11
m.0v_xmn2	2	m.0jg77
m.0vbmdsf	2	m.0q95nty
m.0vbmdsf	0	m.09jd9nh
m.0wffpt	1	m.0f9jkd9
m.0wffpt	1	m.01h8_p8
m.0wffpt	1	m.01h8_n7
m.0wffpt	1	m.0f8vc0t
m.0wffpt	1	m.03_z2h0
m.0wffpt	1	m.03xr3gw
m.0wffpt	0	m.0kpv11
m.0wffpt	3	m.0g2f_0
m.0wffpt	4	m.0g2f_0
m.0wffpt	1	m.01h8_q7
m.0wffpt	1	m.0ft50zs
m.0wffpt	1	m.0f727p5
m.0wffpt	2	m.01vvpjj
m.0wffpt	1	m.036s9r4
m.0wffpt	1	m.037dzzh
m.0xk7m_7	0	m.09jd9nh
m.0xk7m_7	2	m.05bzy5k
m.0100rmc	2	m.01wbg8q
m.0100rmc	0	m.0kpv11
m.0100rmc	1	m.03578jz
m.0100rmc	4	m.01wbg8q
m.011pt5j	1	m.0361nf4
m.011pt5j	2	m.0m9sx
m.011pt5j	1	m.0dpmz67
m.011pt5j	1	m.01jwgh9
m.011pt5j	1	m.0g2f9nm
m.011pt5j	0	m.0kpv11
m.0130qcf	0	m.0kpv11
m.0130qcf	1	m.031y9_m
m.0130qcf	2	m.05xm4v
m.013_h02	2	m.01vw37m
m.013_h02	0	m.0kpv11
m.013_h02	1	m.0383b33
m.013_h02	1	m.035l7r2
m.013_h02	1	m.049k_99
m.013g79p	1	m.038h8r1
m.013g79p	4	m.011z3g
m.013g79p	0	m.0kpv11
m.013g79p	2	m.011z3g
m.013g79p	1	m.0fjf24f
m.013g79p	2	m.03j1xx8
m.013g79p	1	m.031jxk3
m.013g79p	1	m.0370_yz
m.0155pm2	0	m.0kpv11
m.0155pm2	1	m.030yk4g
m.0155pm2	1	m.03b4f8k
m.0155pm2	1	m.038_0k1
m.0155pm2	1	m.0d_byh4
m.0155pm2	1	m.038kn61
m.0155pm2	1	m.0315fd1
m.0155pm2	1	m.031d_dz
m.0155pm2	2	m.016ktf
m.0155pm2	1	m.036rgt7
m.01btb5y	0	m.0kpv11
m.01btb5y	1	m.039kgr0
m.01btb5y	1	m.034790_
m.01btb5y	1	m.0flxvwf
m.01btb5y	1	m.0fghnz4
m.01btb5y	2	m.07nn02
m.01cl62g	1	m.038gksj
m.01cl62g	2	m.01sygsl
m.01cl62g	0	m.0kpv11
m.0dpmc1d	0	m.0kpv11
m.0dpmc1d	1	m.0dpmbzj
m.0dpmc1d	1	m.0dvjxn8
m.0dpmc1d	1	m.0f84x62
m.0dpmc1d	2	m.06br6t
m.0dpmc1d	1	m.0g0s_l3
m.0dql0g1	1	m.0fthnz6
m.0dql0g1	0	m.0kpv11
m.0dql0g1	2	m.025sqb0
m.0dql0g1	1	m.03jbfch
m.0dqryrt	1	m.03j7_m9
m.0dqryrt	2	m.01mbybb
m.0dqryrt	0	m.0kpv11
m.0dqryrt	1	m.034lb7w
m.0dtf_pw	0	m.0kpv11
m.0dtf_pw	1	m.0fjrpc5
m.0dtf_pw	2	m.01rtl9c
m.0dtf_pw	1	m.03fpbht
m.0dwvkv_	1	m.03j7lkr
m.0dwvkv_	2	m.012vnv
m.0dwvkv_	1	m.03j7lkx
m.0dwvkv_	0	m.0kpv11
m.0dwvkv_	1	m.0dwvkv5
m.0dwvkv_	1	m.0g2kh12
m.0dwvkv_	1	m.03yzw3l
m.0dwvkv_	1	m.0fwq916
m.0dzzbwj	4	m.0mzml
m.0dzzbwj	0	m.0kpv11
m.0dzzbwj	1	m.03xr9bw
m.0dzzbwj	1	m.0dzzbpl
m.0dzzbwj	2	m.0mzml
m.0dzzbwj	1	m.03xr9bp
m.0dzzbwj	1	m.0fkq1x6
m.0dzzdvt	0	m.0kpv11
m.0dzzdvt	2	m.05q_9w
m.0dzzdvt	1	m.0f7s_6d
m.0dzzdvt	1	m.0dzzdtq
m.0dzzdvt	1	m.03fpd0b
m.0f2s90f	1	m.0f2s8wn
m.0f2s90f	2	m.0l8g0
m.0f2s90f	1	m.0fzsp2v
m.0f2s90f	1	m.0frxysw
m.0f2s90f	0	m.0kpv11
m.0f7r7zh	1	m.04d3tvm
m.0f7r7zh	2	m.05ww3m
m.0f7r7zh	1	m.0fr8dxd
m.0f7r7zh	0	m.09jd9nh
m.0f7r7zh	1	m.0fr8v00
m.0fmqlcn	0	m.09jd9nh
m.0fmqlcn	2	m.05nztdt
m.0fmqlcn	1	m.0fmv36r
m.0fqz5h9	0	m.0kpv11
m.0fqz5h9	2	m.0f13ny1
m.0fqz5h9	1	m.0fqz5gt
m.0g79lfz	1	m.0gf6vn0
m.0g79lfz	1	m.0gdf9yb
m.0g79lfz	1	m.0g79lfr
m.0g79lfz	2	m.016ntp
m.0g79lfz	0	m.0kpv11
m.0g79lfz	1	m.0g8vz_l
m.0g79lfz	1	m.0gdbkgp
m.0g79lfz	1	m.0gd_3kx
m.0gdtwjt	1	m.0gf63h7
m.0gdtwjt	1	m.0gf3y1g
m.0gdtwjt	0	m.0kpv11
m.0gdtwjt	1	m.0gf554y
m.0gdtwjt	1	m.0gf3yyg
m.0gdtwjt	1	m.0gd_mb6
m.0gdtwjt	1	m.0gf1w51
m.0gdtwjt	1	m.0gdxdph
m.0gdtwjt	4	m.01wt37g
m.0gdtwjt	1	m.0gf020m
m.0gdtwjt	1	m.0gdtwhp
m.0gdtwjt	2	m.03v5x0
m.0gdtwjt	1	m.0gf07z5
m.0gdtwjt	1	m.0gf77yk
m.0l1f5p	1	m.0dvj8fw
m.0l1f5p	2	m.0m2l9
m.0l1f5p	1	m.035hhd4
m.0l1f5p	1	m.0g90k80
m.0l1f5p	0	m.0kpv11
m.0lfbqf	1	m.036zcvj
m.0lfbqf	3	m.04xg1d
m.0lfbqf	1	m.0fk0_hv
m.0lfbqf	0	m.0kpv11
m.0lfbqf	2	m.07m7k
m.0lfbqf	1	m.0dz_vg6
m.0lfbqf	1	m.0f_5v4q
m.0lfbqf	1	m.0gbhr31
m.0lfbqf	1	m.0fdwmj8
m.0lg548	0	m.0kpv11
m.0lg548	4	m.01jckl
m.0lg548	1	m.03444kx
m.0lg548	3	m.03f42gw
m.0lg548	2	m.0c9l1
m.0lg548	1	m.01hhcb8
m.0lg548	1	m.0fgvwft
m.0lh0g5	1	m.01hfzp4
m.0lh0g5	1	m.03yzrts
m.0lh0g5	1	m.03_c__t
m.0lh0g5	1	m.035c411
m.0lh0g5	1	m.031txcy
m.0lh0g5	4	m.08k90b
m.0lh0g5	0	m.09jd9nh
m.0lh0g5	1	m.03_c_y3
m.0lh0g5	1	m.0366w0c
m.0lh0g5	1	m.035d90y
m.0lh0g5	1	m.038j194
m.0lh0g5	1	m.039n3c4
m.0lh0g5	1	m.035b9zr
m.0lh0g5	1	m.036tf6p
m.0lh0g5	1	m.0fhthv4
m.0lh0g5	1	m.0fxj11g
m.0lh0g5	4	m.094wr
m.0lh0g5	2	m.033s6
m.0lh0g5	1	m.0fkptbk
m.0lh0g5	1	m.01hfzmv
m.0lh0g5	1	m.0fs8qsd
m.0lh98y	0	m.0kpv11
m.0lh98y	1	m.032g5lt
m.0lh98y	2	m.02k9cf
m.0ljflh	2	m.01w1b8s
m.0ljflh	1	m.0fy243b
m.0ljflh	1	m.036m3y_
m.0ljflh	0	m.0kpv11
m.0ljflh	1	m.037lcw6
m.0ljflh	1	m.0f7t2ns
m.0ljflh	1	m.0frzcpv
m.0ljflh	1	m.031_95x
m.0ljflh	1	m.030c7rq
m.0ljflh	2	m.044k8
m.0lr6tx	0	m.0kpv11
m.0lr6tx	1	m.03b7nmt
m.0lr6tx	1	m.0fhgryd
m.0lr6tx	1	m.0f_qd4v
m.0lr6tx	1	m.0ffv_d4
m.0lr6tx	1	m.0fwqdbl
m.0lr6tx	1	m.0fg5kym
m.0lr6tx	1	m.0fdl2kd
m.0lr6tx	1	m.0f9vn1x
m.0lr6tx	2	m.0dtn7
m.0lr6tx	1	m.0fj3swt
m.0lr6tx	4	m.0czbz67
m.0lr6tx	1	m.0g26h43
m.0lr6tx	1	m.038lqcx
m.0ltglz	4	m.011_vz
m.0ltglz	1	m.0388hhv
m.0ltglz	4	m.01vz82b
m.0ltglz	1	m.0g62z11
m.0ltglz	0	m.0kpv11
m.0ltglz	2	m.011_vz
m.0ltglz	1	m.01hqy04
m.0ltglz	1	m.0f33vky
m.0ltglz	1	m.0f_q_yz
m.0ltglz	1	m.01hqxz_
m.0ltglz	1	m.049kmjh
m.0ltglz	1	m.0f2sfzv
m.0ltglz	1	m.0398n_m
m.0ltglz	1	m.0fh5b11
m.0ltglz	1	m.0367gg5
m.0ltglz	1	m.0fb6qb9
m.0ltglz	1	m.0f4zlyl
m.0ltglz	1	m.0dns7l3
m.0ltglz	1	m.0f95y6h
m.0lw9vl	1	m.0dz_hzj
m.0lw9vl	1	m.0fj39kq
m.0lw9vl	0	m.0kpv11
m.0lw9vl	1	m.0fkq6lp
m.0lw9vl	1	m.039y3_k
m.0lw9vl	2	m.01f09r
m.0lw9vl	1	m.0fht3c_
m.0lw9vl	1	m.0fgvc8q
m.0m14pb	1	m.037zdbw
m.0m14pb	1	m.01hc_4d
m.0m14pb	1	m.0f3hr57
m.0m14pb	0	m.09jd9nh
m.0m14pb	1	m.01hc_36
m.0m14pb	1	m.0dns1q8
m.0m14pb	2	m.01vtqml
m.0m2pcq	1	m.0f0w_9z
m.0m2pcq	1	m.0dzld8y
m.0m2pcq	3	m.01w3fh5
m.0m2pcq	0	m.0kpv11
m.0m2pcq	1	m.038g4xb
m.0m2pcq	2	m.01vsqvs
m.0m2pcq	4	m.0382zh
m.0m7bk8	1	m.032pl72
m.0m7bk8	1	m.035qvxt
m.0m7bk8	0	m.0kpv11
m.0m7bk8	1	m.0315723
m.0m7bk8	1	m.032t0p6
m.0m7bk8	4	m.01w4bvx
m.0m7bk8	1	m.037s8c0
m.0m7bk8	4	m.063qyn
m.0m7bk8	2	m.013px5
m.0m7x1v	0	m.0kpv11
m.0m7x1v	1	m.036x67w
m.0m7x1v	2	m.01l_17n
m.0ml50p	0	m.0kpv11
m.0ml50p	1	m.030xdjk
m.0ml50p	1	m.034714d
m.0ml50p	4	m.0b3pnz
m.0ml50p	1	m.01kzc_0
m.0ml50p	1	m.0dy139w
m.0ml50p	2	m.016wvy
m.0ml50p	1	m.039z9_2
m.0nm17zw	2	m.094756
m.0nm17zw	4	m.094756
m.0nm17zw	0	m.0kpv11
m.0nm74bn	3	m.02ry6y4
m.0nm74bn	0	m.0kpv11
m.0nm74bn	2	m.0560w
m.0nm74bn	4	m.0gkg6
m.0nm74bn	4	m.02ry6y4
m.0nnt0sj	2	m.044cyx
m.0nnt0sj	3	m.03f7x5_
m.0nnt0sj	0	m.0kpv11
m.0nnt0sj	4	m.012y93
m.0nnt0sj	4	m.03f7x5_
m.0nnt0sj	3	m.0tqffv3
m.0nnt0sj	3	m.012y93
m.0nnt0sj	4	m.03f7x9w
m.0nnt0sj	3	m.0twjwn5
m.0nnt0sj	3	m.03f7x9w
m.0nrr4x	4	m.024qwq
m.0nrr4x	1	m.032plrl
m.0nrr4x	1	m.0dwg0c0
m.0nrr4x	2	m.0f7hc
m.0nrr4x	0	m.0kpv11
m.0nrr4x	1	m.033s2tn
m.0nrr4x	1	m.0318frg
m.0nrr4x	1	m.0g2twsf
m.0nrr4x	1	m.0g8gxh5
m.0nrr4x	1	m.03b53_r
m.0nrr4x	1	m.03453fd
m.0nrr4x	1	m.037__kl
m.0nrr4x	1	m.03822w8
m.0nrr4x	1	m.031wsk1
m.0qjtn4c	0	m.0kpv11
m.0qjtn4c	2	m.01wt7y9
m.0qzsfm	1	m.0flxv7l
m.0qzsfm	4	m.03jvrc
m.0qzsfm	1	m.0357zhr
m.0qzsfm	1	m.0f6bzy2
m.0qzsfm	2	m.02_t2t
m.0qzsfm	0	m.0kpv11
m.0qzsfm	1	m.0f7fjmk
m.0qzsfm	1	m.036zqpp
m.0qzsfm	1	m.037jblt
m.0qzsfm	1	m.037jvws
m.0qzsfm	1	m.035x791
m.0qzsfm	1	m.0dsyn1z
m.0rf1skk	2	m.050swh
m.0rf1skk	0	m.0kpv11
m.0rm02n	2	m.0lb_3
m.0rm02n	1	m.03qstk
m.0rm02n	1	m.0frgwds
m.0rm02n	1	m.0dmy1cl
m.0rm02n	0	m.0kpv11
m.0rm02n	1	m.01khnrg
m.0rm02n	1	m.0ffx8kh
m.0rm02n	1	m.01khn6z
m.0rm02n	1	m.01khnsg
m.0rm02n	1	m.03495jw
m.0rq2r2	2	m.01wsfk
m.0rq2r2	1	m.0dtrxlk
m.0rq2r2	1	m.0dtqz25
m.0rq2r2	1	m.0g2p_hj
m.0rq2r2	1	m.034w4g_
m.0rq2r2	0	m.0kpv11
m.0rq2r2	4	m.01wsfk
m.0rq2r2	1	m.01ltydc
m.0sbc05	1	m.0fn4n_h
m.0sbc05	0	m.0kpv11
m.0sbc05	1	m.0356hxk
m.0sbc05	2	m.0436wn
m.0sbc05	1	m.0drn9xy
m.0sm2vfx	2	m.0qc4_9d
m.0sm2vfx	0	m.09jd9nh
m.0sr0w4	0	m.0kpv11
m.0sr0w4	1	m.030dsz8
m.0sr0w4	2	m.01gtx7
m.0v39027	0	m.09jd9nh
m.0v39027	2	m.03d9d6
m.0vqzqy	1	m.03zklx_
m.0vqzqy	1	m.030g2b1
m.0vqzqy	3	m.01r4z60
m.0vqzqy	1	m.035p2n1
m.0vqzqy	4	m.01r4z60
m.0vqzqy	1	m.0384gss
m.0vqzqy	4	m.01w9fp1
m.0vqzqy	1	m.0drpltp
m.0vqzqy	0	m.09jd9nh
m.0vqzqy	1	m.0385zjk
m.0vqzqy	2	m.01w9fp1
m.0x0nvts	0	m.09jd9nh
m.0x0nvts	2	m.0bs3d41
m.0y0km7	1	m.0f_ftxw
m.0y0km7	4	m.02pw61
m.0y0km7	3	m.03f0hbm
m.0y0km7	1	m.0dr8rcc
m.0y0km7	1	m.0dmz4qt
m.0y0km7	1	m.0dsh73s
m.0y0km7	1	m.034l8fm
m.0y0km7	1	m.0fj2sz5
m.0y0km7	1	m.0dvyh6_
m.0y0km7	2	m.0bt8c
m.0y0km7	1	m.01hhn2_
m.0y0km7	0	m.0kpv11
m.0ybhxg	1	m.030s1wn
m.0ybhxg	2	m.03vhvp
m.0ybhxg	0	m.0kpv11
m.0zy__j	1	m.0fsn7c9
m.0zy__j	1	m.01hflwt
m.0zy__j	0	m.0kpv11
m.0zy__j	2	m.04qzm
m.0zy__j	1	m.037rk1j
m.010d2pn	1	m.036clph
m.010d2pn	1	m.030t0ty
m.010d2pn	1	m.032w31
m.010d2pn	1	m.036m2gx
m.010d2pn	1	m.01pmny2
m.010d2pn	2	m.032w2k
m.010d2pn	1	m.03bm0t2
m.010d2pn	1	m.01pmnwz
m.010d2pn	0	m.0kpv11
m.013ckn5	0	m.0kpv11
m.013ckn5	1	m.01jc2sc
m.013ckn5	1	m.03_brsc
m.013ckn5	1	m.0fwwgjf
m.013ckn5	1	m.0393vz7
m.013ckn5	1	m.036wnx_
m.013ckn5	2	m.07h76
m.013ckn5	1	m.0fvhmsh
m.013fx1v	1	m.0358kxx
m.013fx1v	1	m.0fwz98j
m.013fx1v	2	m.02r3zy
m.013fx1v	1	m.03_my_9
m.013fx1v	1	m.03_mz14
m.013fx1v	1	m.034qj81
m.013fx1v	1	m.0fxf25r
m.013fx1v	0	m.0kpv11
m.013fx1v	1	m.0fsm__2
m.013fx1v	1	m.0f0h650
m.017c088	2	m.05q_9w
m.017c088	1	m.0388tkg
m.017c088	1	m.0f84kqz
m.017c088	4	m.03cc10s
m.017c088	1	m.0fs7zh3
m.017c088	1	m.0fs30d8
m.017c088	1	m.0g1ly33
m.017c088	1	m.0fjrmmk
m.017c088	1	m.0fkcdfj
m.017c088	0	m.0kpv11
m.017c088	1	m.035nwhl
m.024fg7k	4	m.01lf820
m.024fg7k	1	m.03z_mx6
m.024fg7k	2	m.01lkwqd
m.024fg7k	1	m.0312n7f
m.024fg7k	0	m.0kpv11
m.024fg7k	4	m.01lkwqd
m.024fg7k	1	m.049l64g
m.024fg7k	1	m.037qpz6
m.0_wpmrr	2	m.0dph5z
m.0_wpmrr	0	m.0kpv11
m.0drddgt	1	m.03xr4cf
m.0drddgt	1	m.0f_q3dg
m.0drddgt	1	m.0g1ysz3
m.0drddgt	1	m.0g21n0l
m.0drddgt	1	m.0g01n6m
m.0drddgt	1	m.03xr4cm
m.0drddgt	2	m.0jg77
m.0drddgt	0	m.0kpv11
m.0drddgt	1	m.0fvhny7
m.0drddh8	1	m.0g01n6m
m.0drddh8	1	m.0g1ysz3
m.0drddh8	0	m.0kpv11
m.0drddh8	1	m.03xr4cm
m.0drddh8	1	m.0g21n0l
m.0drddh8	1	m.0fvhny7
m.0drddh8	2	m.0jg77
m.0dvjcqc	1	m.03fqfgm
m.0dvjcqc	1	m.0dvjcfk
m.0dvjcqc	0	m.0kpv11
m.0dvjcqc	2	m.02rbph7
m.0f399f2	0	m.0kpv11
m.0f399f2	1	m.0f47svg
m.0f399f2	1	m.0fdldlr
m.0f399f2	1	m.03fh0bx
m.0f399f2	2	m.07sbk
m.0f399f2	1	m.03fh0c1
m.0f423vr	2	m.0dwh2v
m.0f423vr	4	m.0dwh2v
m.0f423vr	1	m.0f725sx
m.0f423vr	4	m.01wysgg
m.0f423vr	1	m.0gdbv_l
m.0f423vr	1	m.0f83gpj
m.0f423vr	1	m.0g82vnm
m.0f423vr	0	m.0kpv11
m.0f46gvd	1	m.0f60tl2
m.0f46gvd	1	m.03fk6d3
m.0f46gvd	2	m.01wsfk
m.0f46gvd	0	m.0kpv11
m.0f46gvd	1	m.03fk6d8
m.0f46gvd	1	m.0f46gsd
m.0f7q6qw	1	m.0fkp66w
m.0f7q6qw	2	m.0276kql
m.0f7q6qw	0	m.0kpv11
m.0f88xn1	1	m.0fcwzqr
m.0f88xn1	0	m.0kpv11
m.0f88xn1	2	m.01ptpgn
m.0f8qc0r	1	m.0fh5cbw
m.0f8qc0r	2	m.03d2h22
m.0f8qc0r	1	m.03xtcxh
m.0f8qc0r	0	m.0kpv11
m.0fb1p6_	0	m.0kpv11
m.0fb1p6_	2	m.03chmw
m.0fb1p6_	1	m.0ff7h68
m.0fsht8_	0	m.09jd9nh
m.0fsht8_	1	m.0dmhn__
m.0fsht8_	2	m.04mzz43
m.0fsht8_	1	m.0dsy534
m.0fsht8_	1	m.0dq0vxl
m.0fsht8_	1	m.0g38002
m.0fw00k7	2	m.01s0689
m.0fw00k7	0	m.0kpv11
m.0fw00k7	1	m.0g3rld0
m.0fw00k7	1	m.0fwl8vy
m.0fw00k7	1	m.0g11st6
m.0fwljhz	0	m.0kpv11
m.0fwljhz	1	m.0g2y9qr
m.0fwljhz	4	m.0nhrvrk
m.0fwljhz	4	m.0nhvpcp
m.0fwljhz	4	m.03j02pr
m.0fwljhz	2	m.0gb_p_
m.0fxbstm	2	m.05jj6d
m.0fxbstm	0	m.0kpv11
m.0fxbstm	1	m.0fyd1xg
m.0fybgwx	1	m.037ywgd
m.0fybgwx	3	m.02pw61
m.0fybgwx	1	m.0fszjwv
m.0fybgwx	4	m.02pw61
m.0fybgwx	1	m.0f9582v
m.0fybgwx	1	m.0g5_fj6
m.0fybgwx	3	m.03f1441
m.0fybgwx	1	m.0flmd7m
m.0fybgwx	2	m.01467z
m.0fybgwx	0	m.0kpv11
m.0fybgwx	1	m.0flyhm9
m.0fybgwx	1	m.03fg_6f
m.0fybgwx	1	m.033b5qn
m.0fybgwx	1	m.0fng6ls
m.0fybgwx	1	m.0dmj2l7
m.0fybgwx	1	m.0dv4nkl
m.0fybgwx	1	m.0g1z147
m.0fybgwx	1	m.01hc8cr
m.0g6qgt8	1	m.0g8yk2p
m.0g6qgt8	1	m.0g8tfyz
m.0g6qgt8	1	m.0g8yyp6
m.0g6qgt8	1	m.0g8vlnc
m.0g6qgt8	1	m.0g8tfkr
m.0g6qgt8	1	m.0g8v5v3
m.0g6qgt8	1	m.0g8sz_s
m.0g6qgt8	1	m.0g96gqf
m.0g6qgt8	1	m.0g8wy63
m.0g6qgt8	1	m.0fk_y2g
m.0g6qgt8	1	m.0g8rmnp
m.0g6qgt8	1	m.0g8_jrj
m.0g6qgt8	4	m.018x3
m.0g6qgt8	1	m.0g8s0_6
m.0g6qgt8	1	m.0g8_qfy
m.0g6qgt8	1	m.0g9302l
m.0g6qgt8	4	m.049h6l3
m.0g6qgt8	1	m.0g8yrt8
m.0g6qgt8	1	m.0g8s82n
m.0g6qgt8	4	m.05t0mgt
m.0g6qgt8	1	m.0f1pm1d
m.0g6qgt8	1	m.0fkcf0q
m.0g6qgt8	1	m.0g934c4
m.0g6qgt8	1	m.0g8w5tn
m.0g6qgt8	2	m.0kr_t
m.0g6qgt8	1	m.0g95gqp
m.0g6qgt8	1	m.0g90qlw
m.0g6qgt8	1	m.0g90jv5
m.0g6qgt8	1	m.0g8xv8q
m.0g6qgt8	0	m.0kpv11
m.0g6qgt8	1	m.0g8r5lt
m.0g6qgt8	1	m.0dz_3gl
m.0g6qgt8	1	m.0g8z3km
m.0jfbzgr	2	m.0cz7zxb
m.0jfbzgr	1	m.0jcmkw2
m.0jfbzgr	0	m.09jd9nh
m.0l15pc	1	m.0f5p4tf
m.0l15pc	1	m.0fw3gkj
m.0l15pc	2	m.0jvy1
m.0l15pc	1	m.0dzl905
m.0l15pc	0	m.0kpv11
m.0l15pc	1	m.0frslqc
m.0l15pc	1	m.0g2tgh7
m.0l15pc	1	m.0fw9x8d
m.0l15pc	1	m.0g1ys_m
m.0l15pc	1	m.033k7ly
m.0l1lft	1	m.0308539
m.0l1lft	1	m.03_ptw7
m.0l1lft	1	m.033wc10
m.0l1lft	1	m.0f95d8y
m.0l1lft	2	m.0ycfj
m.0l1lft	1	m.036mx77
m.0l1lft	1	m.0f5ndpj
m.0l1lft	0	m.0kpv11
m.0l1lft	1	m.0g7kv82
m.0ldq9s	1	m.0ffkfnk
m.0ldq9s	1	m.0dxns7r
m.0ldq9s	1	m.0dsh6z1
m.0ldq9s	1	m.01hx9c_
m.0ldq9s	1	m.0fkcrg1
m.0ldq9s	1	m.0dz6j_l
m.0ldq9s	0	m.0kpv11
m.0ldq9s	2	m.0ntq7
m.0ldq9s	1	m.01hx9bh
m.0ldq9s	1	m.01hx97z
